,CODIGO JDE,NOMBRE,UNIDAD,CANTIDAD,NODO,ZONA,MUNICIPIO,PROG
28388,213346,"GRAPA PRENSA 3 TORNILLOS 3/8""",UND,40.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28389,211318,"ESLABON 5/8""",UND,18.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28390,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,11.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28391,212853,CONECTOR DBH-8,UND,16.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28392,211323,"COLLARIN SENCILLO 5-6""",UND,10.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28393,211331,"COLLARIN DOBLE 5-6""",UND,3.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28394,211354,"TUERCA DE OJO 5/8""",UND,27.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28395,200156,"AISLADOR TENSOR MEDIANO 4 1/4""",UND,10.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28396,200138,AISLADOR DE SUSPENSIÓN POLIMERICO CLEVIS 15 KV ANSI DS-15,UND,21.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28397,200134,AISLADOR PIN POLIMERICO 15 KV CABLE CUBIERTO,UND,3.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28398,200514,ALMBRE ALU.RECUB.CAUCHO-POLIETI.No.4 15KV,M,4.5,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28399,200461,CABLE AL CUBIERTO 1/0 - 15 KV,M,864.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28400,200484,CABLE AWAC No. 1/0,M,288.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28401,200417,CABLE CU DD No. 4,M,44.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28402,200529,"CABLE ACERO GALVANIZADO 3/8"" ST",ML,180.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28403,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,25.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28404,213303,"ARANDELA PRESION GALV 5/8""",UND,62.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28405,213302,"ARANDELA PRESION GALV 1/2""",UND,40.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28406,213306,"ARANDELA REDONDA GALV 5/8""",UND,88.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28407,213305,"ARANDELA REDONDA GALV 1/2""",UND,80.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28408,211392,"TORNILLO ESPACIADOR 5/8"" X 12""",UND,4.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28409,211391,"TORNILLO ESPACIADOR 5/8"" X 10""",UND,8.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28410,211447,"TORNILLO MAQ GALV 5/8"" X 10""",UND,2.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28411,211445,"TORNILLO MAQ GALV 5/8"" X 8""",UND,8.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28412,211441,"TORNILLO MAQ GALV 5/8"" X 4""",UND,4.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28413,211439,"TORNILLO MAQ GALV 5/8"" X 2""",UND,3.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28414,211421,"TORNILLO MAQ GALV 1/2"" X 4""",UND,4.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28415,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,36.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28416,219406,SELLO PLÁSTICO PARA CONTADORES,UN,16.0,W13029,NOROCCIDENTE,MISTRATO,2021
28417,211502,TORNILLO SEGURIDAD CAJA HERMÉTICA,UN,16.0,W13029,NOROCCIDENTE,MISTRATO,2021
28418,211377,"GRAPA BAND IT 5/8""",UND,134.0,W13029,NOROCCIDENTE,MISTRATO,2021
28419,211371,"CINTA BAND IT 5/8""",M,106.0,W13029,NOROCCIDENTE,MISTRATO,2021
28420,219359,CINTA AISLANTE TEMFLEX 1500,UND,0.32,W13029,NOROCCIDENTE,MISTRATO,2021
28421,4857,SOPORTE PARA CAJA METALICA,UND,32.0,W13029,NOROCCIDENTE,MISTRATO,2021
28422,211827,CAJA HERMETICA 1F O 2F SENCILLA,UND,16.0,W13029,NOROCCIDENTE,MISTRATO,2021
28423,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,8.0,W13029,NOROCCIDENTE,MISTRATO,2021
28424,211347,"VARILLA ANCLAJE 1/2"" X 1.5 M",UND,29.0,W13029,NOROCCIDENTE,MISTRATO,2021
28425,200076,POSTE METALICO 8*510,UND,20.0,W13029,NOROCCIDENTE,MISTRATO,2021
28426,220163,"RETAL PARA TEMPLETE (ÁNGULO GALVANIZADO 3""· X 1/4"" X 0.5 M)",UND,29.0,W13029,NOROCCIDENTE,MISTRATO,2021
28427,211319,PERCHAS 1 PUESTO,UND,38.0,W13029,NOROCCIDENTE,MISTRATO,2021
28428,211401,GUARDACABOS 1/2,UND,29.0,W13029,NOROCCIDENTE,MISTRATO,2021
28429,217322,"GRAPA PRENSA 3 TORNILLOS 1/4""",UND,116.0,W13029,NOROCCIDENTE,MISTRATO,2021
28430,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,8.0,W13029,NOROCCIDENTE,MISTRATO,2021
28432,212940,CONECTOR PERFORAC.DE AISL 4 A 4/0,UND,22.0,W13029,NOROCCIDENTE,MISTRATO,2021
28433,212944,CONECTOR PERF.AIS.2-3/0 AWG A 2-10 AWG,UND,23.0,W13029,NOROCCIDENTE,MISTRATO,2021
28434,212853,CONECTOR DBH-8,UND,40.0,W13029,NOROCCIDENTE,MISTRATO,2021
28435,212846,CONECTOR DBH-4,UND,10.0,W13029,NOROCCIDENTE,MISTRATO,2021
28436,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,40.0,W13029,NOROCCIDENTE,MISTRATO,2021
28437,200155,"AISLADOR TENSOR PEQUENO 3 1/2""",UND,29.0,W13029,NOROCCIDENTE,MISTRATO,2021
28438,200151,"AISLADOR YOYO 3""",UND,38.0,W13029,NOROCCIDENTE,MISTRATO,2021
28439,200411,CABLE CU CONCENTRICO No. 2 X 8 + 8,M,42.0,W13029,NOROCCIDENTE,MISTRATO,2021
28440,200410,CABLE CU CONCENTRICO No. 1 X 8 + 8,M,54.0,W13029,NOROCCIDENTE,MISTRATO,2021
28441,200417,CABLE CU DD No. 4,M,8.0,W13029,NOROCCIDENTE,MISTRATO,2021
28442,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,331.0,W13029,NOROCCIDENTE,MISTRATO,2021
28443,200499,CABLE TRIPLEX AL 2 x 2 + 2,M,1853.0,W13029,NOROCCIDENTE,MISTRATO,2021
28444,200369,CABLE CU THW No. 1/0,M,6.0,W13029,NOROCCIDENTE,MISTRATO,2021
28445,200316,ALAMBRE CU 8AWG NEGRO,M,429.0,W13029,NOROCCIDENTE,MISTRATO,2021
28446,213302,"ARANDELA PRESION GALV 1/2""",UND,16.0,W13029,NOROCCIDENTE,MISTRATO,2021
28447,213305,"ARANDELA REDONDA GALV 1/2""",UND,32.0,W13029,NOROCCIDENTE,MISTRATO,2021
28448,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,16.0,W13029,NOROCCIDENTE,MISTRATO,2021
28449,211298,"BAYONETA 3""X1/4""X3 M GALV. EN CALIENTE",UND,1.0,W13029,NOROCCIDENTE,MISTRATO,2021
28450,219176,"PLATINA 2"" * 1/4"" * 0.2 M (54)",UND,1.0,W13029,NOROCCIDENTE,MISTRATO,2021
28451,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,1.0,W13029,NOROCCIDENTE,MISTRATO,2021
28452,211351,"VARILLA ANCLAJE 5/8"" X 1.8 M",UND,2.0,W13029,NOROCCIDENTE,MISTRATO,2021
28453,200081,POSTE METALICO 12*750,UND,1.0,W13029,NOROCCIDENTE,MISTRATO,2021
28454,220163,"RETAL PARA TEMPLETE (ÁNGULO GALVANIZADO 3""· X 1/4"" X 0.5 M)",UND,2.0,W13029,NOROCCIDENTE,MISTRATO,2021
28455,211381,"PIN RECTO 5/8"" X 7.1/2""",UND,1.0,W13029,NOROCCIDENTE,MISTRATO,2021
28456,211401,GUARDACABOS 1/2,UND,2.0,W13029,NOROCCIDENTE,MISTRATO,2021
28457,213340,GRAPA RETENCION No. 2,UND,2.0,W13029,NOROCCIDENTE,MISTRATO,2021
28458,213346,"GRAPA PRENSA 3 TORNILLOS 3/8""",UND,8.0,W13029,NOROCCIDENTE,MISTRATO,2021
28459,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,1.0,W13029,NOROCCIDENTE,MISTRATO,2021
28460,212853,CONECTOR DBH-8,UND,3.0,W13029,NOROCCIDENTE,MISTRATO,2021
28461,211323,"COLLARIN SENCILLO 5-6""",UND,3.0,W13029,NOROCCIDENTE,MISTRATO,2021
28462,211354,"TUERCA DE OJO 5/8""",UND,2.0,W13029,NOROCCIDENTE,MISTRATO,2021
28463,200156,"AISLADOR TENSOR MEDIANO 4 1/4""",UND,2.0,W13029,NOROCCIDENTE,MISTRATO,2021
28464,200138,AISLADOR DE SUSPENSIÓN POLIMERICO CLEVIS 15 KV ANSI DS-15,UND,1.0,W13029,NOROCCIDENTE,MISTRATO,2021
28465,200145,"AISLADOR PIN 7"" 15 KV",UND,1.0,W13029,NOROCCIDENTE,MISTRATO,2021
28466,200417,CABLE CU DD No. 4,M,1.0,W13029,NOROCCIDENTE,MISTRATO,2021
28467,200529,"CABLE ACERO GALVANIZADO 3/8"" ST",ML,36.0,W13029,NOROCCIDENTE,MISTRATO,2021
28468,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,5.0,W13029,NOROCCIDENTE,MISTRATO,2021
28469,213303,"ARANDELA PRESION GALV 5/8""",UND,20.0,W13029,NOROCCIDENTE,MISTRATO,2021
28470,213302,"ARANDELA PRESION GALV 1/2""",UND,2.0,W13029,NOROCCIDENTE,MISTRATO,2021
28471,213306,"ARANDELA REDONDA GALV 5/8""",UND,14.0,W13029,NOROCCIDENTE,MISTRATO,2021
28472,213305,"ARANDELA REDONDA GALV 1/2""",UND,4.0,W13029,NOROCCIDENTE,MISTRATO,2021
28473,211391,"TORNILLO ESPACIADOR 5/8"" X 10""",UND,2.0,W13029,NOROCCIDENTE,MISTRATO,2021
28474,1684,"TORNILLO ESPACIADOR 5/8"" X 4""",UND,1.0,W13029,NOROCCIDENTE,MISTRATO,2021
28475,211439,"TORNILLO MAQ GALV 5/8"" X 2""",UND,3.0,W13029,NOROCCIDENTE,MISTRATO,2021
28476,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,2.0,W13029,NOROCCIDENTE,MISTRATO,2021
28477,220738,"PLATINA 1 1/2""*3/8"" ZETA 7.5*6*7.5",UND,1.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28478,219146,"PLATINA 2"" * 1/4"" * 0.4 M (56)",UND,2.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28479,211298,"BAYONETA 3""X1/4""X3 M GALV. EN CALIENTE",UND,2.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28480,211363,AMORTIGUADOR VIBRACION 2,UND,2.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28481,219176,"PLATINA 2"" * 1/4"" * 0.2 M (54)",UND,1.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28482,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,2.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28483,211351,"VARILLA ANCLAJE 5/8"" X 1.8 M",UND,4.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28484,200081,POSTE METALICO 12*750,UND,1.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28485,220163,"RETAL PARA TEMPLETE (ÁNGULO GALVANIZADO 3""· X 1/4"" X 0.5 M)",UND,4.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28486,211381,"PIN RECTO 5/8"" X 7.1/2""",UND,1.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28487,211401,GUARDACABOS 1/2,UND,4.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28488,213340,GRAPA RETENCION No. 2,UND,4.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28489,213346,"GRAPA PRENSA 3 TORNILLOS 3/8""",UND,16.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28490,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,2.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28491,212853,CONECTOR DBH-8,UND,3.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28492,211323,"COLLARIN SENCILLO 5-6""",UND,5.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28493,211354,"TUERCA DE OJO 5/8""",UND,4.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28494,200156,"AISLADOR TENSOR MEDIANO 4 1/4""",UND,4.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28495,200138,AISLADOR DE SUSPENSIÓN POLIMERICO CLEVIS 15 KV ANSI DS-15,UND,1.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28496,200145,"AISLADOR PIN 7"" 15 KV",UND,1.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28497,200472,CABLE ACSR No. 2,M,560.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28498,200417,CABLE CU DD No. 4,M,6.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28499,200529,"CABLE ACERO GALVANIZADO 3/8"" ST",ML,72.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28500,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,5.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28501,213303,"ARANDELA PRESION GALV 5/8""",UND,23.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28502,213302,"ARANDELA PRESION GALV 1/2""",UND,2.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28503,213306,"ARANDELA REDONDA GALV 5/8""",UND,19.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28504,213305,"ARANDELA REDONDA GALV 1/2""",UND,4.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28505,211391,"TORNILLO ESPACIADOR 5/8"" X 10""",UND,2.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28506,1684,"TORNILLO ESPACIADOR 5/8"" X 4""",UND,1.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28507,211445,"TORNILLO MAQ GALV 5/8"" X 8""",UND,4.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28508,211439,"TORNILLO MAQ GALV 5/8"" X 2""",UND,8.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28509,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,2.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28510,219406,SELLO PLÁSTICO PARA CONTADORES,UN,13.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28511,211502,TORNILLO SEGURIDAD CAJA HERMÉTICA,UN,13.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28512,211377,"GRAPA BAND IT 5/8""",UND,117.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28513,211371,"CINTA BAND IT 5/8""",M,87.5,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28514,219359,CINTA AISLANTE TEMFLEX 1500,UND,0.26,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28515,4857,SOPORTE PARA CAJA METALICA,UND,26.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28516,211827,CAJA HERMETICA 1F O 2F SENCILLA,UND,13.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28517,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,10.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28518,211347,"VARILLA ANCLAJE 1/2"" X 1.5 M",UND,28.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28519,200076,POSTE METALICO 8*510,UND,10.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28520,220163,"RETAL PARA TEMPLETE (ÁNGULO GALVANIZADO 3""· X 1/4"" X 0.5 M)",UND,28.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28521,211319,PERCHAS 1 PUESTO,UND,39.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28522,211401,GUARDACABOS 1/2,UND,28.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28523,217322,"GRAPA PRENSA 3 TORNILLOS 1/4""",UND,112.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28524,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,10.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28526,212940,CONECTOR PERFORAC.DE AISL 4 A 4/0,UND,21.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28527,212944,CONECTOR PERF.AIS.2-3/0 AWG A 2-10 AWG,UND,24.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28528,212853,CONECTOR DBH-8,UND,35.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28529,212846,CONECTOR DBH-4,UND,9.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28530,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,32.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28531,200155,"AISLADOR TENSOR PEQUENO 3 1/2""",UND,28.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28532,200151,"AISLADOR YOYO 3""",UND,39.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28533,200411,CABLE CU CONCENTRICO No. 2 X 8 + 8,M,18.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28534,200410,CABLE CU CONCENTRICO No. 1 X 8 + 8,M,60.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28535,200417,CABLE CU DD No. 4,M,30.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28536,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,315.5,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28537,200499,CABLE TRIPLEX AL 2 x 2 + 2,M,1696.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28538,200369,CABLE CU THW No. 1/0,M,6.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28539,200316,ALAMBRE CU 8AWG NEGRO,M,319.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28540,214271,HEBILLA PLASTICA 15 CM,UND,24.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28541,213302,"ARANDELA PRESION GALV 1/2""",UND,10.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28542,213305,"ARANDELA REDONDA GALV 1/2""",UND,20.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28543,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,10.0,W11969,NOROCCIDENTE,BELEN DE UMBRIA,2021
28544,219406,SELLO PLÁSTICO PARA CONTADORES,UN,6.0,O34377,NOROCCIDENTE,BELEN DE UMBRIA,2021
28545,211502,TORNILLO SEGURIDAD CAJA HERMÉTICA,UN,6.0,O34377,NOROCCIDENTE,BELEN DE UMBRIA,2021
28546,211377,"GRAPA BAND IT 5/8""",UND,62.0,O34377,NOROCCIDENTE,BELEN DE UMBRIA,2021
28547,211371,"CINTA BAND IT 5/8""",M,43.0,O34377,NOROCCIDENTE,BELEN DE UMBRIA,2021
28548,219359,CINTA AISLANTE TEMFLEX 1500,UND,0.12,O34377,NOROCCIDENTE,BELEN DE UMBRIA,2021
28549,4857,SOPORTE PARA CAJA METALICA,UND,12.0,O34377,NOROCCIDENTE,BELEN DE UMBRIA,2021
28550,211827,CAJA HERMETICA 1F O 2F SENCILLA,UND,6.0,O34377,NOROCCIDENTE,BELEN DE UMBRIA,2021
28551,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,12.0,O34377,NOROCCIDENTE,BELEN DE UMBRIA,2021
28552,211347,"VARILLA ANCLAJE 1/2"" X 1.5 M",UND,26.0,O34377,NOROCCIDENTE,BELEN DE UMBRIA,2021
28553,200076,POSTE METALICO 8*510,UND,1.0,O34377,NOROCCIDENTE,BELEN DE UMBRIA,2021
28554,220163,"RETAL PARA TEMPLETE (ÁNGULO GALVANIZADO 3""· X 1/4"" X 0.5 M)",UND,26.0,O34377,NOROCCIDENTE,BELEN DE UMBRIA,2021
28555,211319,PERCHAS 1 PUESTO,UND,26.0,O34377,NOROCCIDENTE,BELEN DE UMBRIA,2021
28556,211401,GUARDACABOS 1/2,UND,26.0,O34377,NOROCCIDENTE,BELEN DE UMBRIA,2021
28557,217322,"GRAPA PRENSA 3 TORNILLOS 1/4""",UND,104.0,O34377,NOROCCIDENTE,BELEN DE UMBRIA,2021
28558,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,12.0,O34377,NOROCCIDENTE,BELEN DE UMBRIA,2021
28560,212940,CONECTOR PERFORAC.DE AISL 4 A 4/0,UND,13.0,O34377,NOROCCIDENTE,BELEN DE UMBRIA,2021
28561,212944,CONECTOR PERF.AIS.2-3/0 AWG A 2-10 AWG,UND,9.0,O34377,NOROCCIDENTE,BELEN DE UMBRIA,2021
28562,212853,CONECTOR DBH-8,UND,27.0,O34377,NOROCCIDENTE,BELEN DE UMBRIA,2021
28563,212846,CONECTOR DBH-4,UND,7.0,O34377,NOROCCIDENTE,BELEN DE UMBRIA,2021
28564,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,22.0,O34377,NOROCCIDENTE,BELEN DE UMBRIA,2021
28565,200155,"AISLADOR TENSOR PEQUENO 3 1/2""",UND,26.0,O34377,NOROCCIDENTE,BELEN DE UMBRIA,2021
28566,200151,"AISLADOR YOYO 3""",UND,26.0,O34377,NOROCCIDENTE,BELEN DE UMBRIA,2021
28567,200410,CABLE CU CONCENTRICO No. 1 X 8 + 8,M,36.0,O34377,NOROCCIDENTE,BELEN DE UMBRIA,2021
28568,200417,CABLE CU DD No. 4,M,36.0,O34377,NOROCCIDENTE,BELEN DE UMBRIA,2021
28569,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,295.0,O34377,NOROCCIDENTE,BELEN DE UMBRIA,2021
28570,200499,CABLE TRIPLEX AL 2 x 2 + 2,M,1683.0,O34377,NOROCCIDENTE,BELEN DE UMBRIA,2021
28571,200316,ALAMBRE CU 8AWG NEGRO,M,132.0,O34377,NOROCCIDENTE,BELEN DE UMBRIA,2021
28572,214271,HEBILLA PLASTICA 15 CM,UND,9.0,O34377,NOROCCIDENTE,BELEN DE UMBRIA,2021
28573,213302,"ARANDELA PRESION GALV 1/2""",UND,12.0,O34377,NOROCCIDENTE,BELEN DE UMBRIA,2021
28574,213305,"ARANDELA REDONDA GALV 1/2""",UND,24.0,O34377,NOROCCIDENTE,BELEN DE UMBRIA,2021
28575,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,12.0,O34377,NOROCCIDENTE,BELEN DE UMBRIA,2021
28576,219406,SELLO PLÁSTICO PARA CONTADORES,UN,5.0,O34373,NOROCCIDENTE,BELEN DE UMBRIA,2021
28577,211502,TORNILLO SEGURIDAD CAJA HERMÉTICA,UN,5.0,O34373,NOROCCIDENTE,BELEN DE UMBRIA,2021
28578,211377,"GRAPA BAND IT 5/8""",UND,66.0,O34373,NOROCCIDENTE,BELEN DE UMBRIA,2021
28579,211371,"CINTA BAND IT 5/8""",M,43.0,O34373,NOROCCIDENTE,BELEN DE UMBRIA,2021
28580,219359,CINTA AISLANTE TEMFLEX 1500,UND,0.1,O34373,NOROCCIDENTE,BELEN DE UMBRIA,2021
28581,4857,SOPORTE PARA CAJA METALICA,UND,10.0,O34373,NOROCCIDENTE,BELEN DE UMBRIA,2021
28582,211827,CAJA HERMETICA 1F O 2F SENCILLA,UND,5.0,O34373,NOROCCIDENTE,BELEN DE UMBRIA,2021
28583,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,18.0,O34373,NOROCCIDENTE,BELEN DE UMBRIA,2021
28584,211347,"VARILLA ANCLAJE 1/2"" X 1.5 M",UND,26.0,O34373,NOROCCIDENTE,BELEN DE UMBRIA,2021
28585,200076,POSTE METALICO 8*510,UND,4.0,O34373,NOROCCIDENTE,BELEN DE UMBRIA,2021
28586,220163,"RETAL PARA TEMPLETE (ÁNGULO GALVANIZADO 3""· X 1/4"" X 0.5 M)",UND,26.0,O34373,NOROCCIDENTE,BELEN DE UMBRIA,2021
28587,211319,PERCHAS 1 PUESTO,UND,36.0,O34373,NOROCCIDENTE,BELEN DE UMBRIA,2021
28588,211401,GUARDACABOS 1/2,UND,26.0,O34373,NOROCCIDENTE,BELEN DE UMBRIA,2021
28589,217322,"GRAPA PRENSA 3 TORNILLOS 1/4""",UND,104.0,O34373,NOROCCIDENTE,BELEN DE UMBRIA,2021
28590,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,18.0,O34373,NOROCCIDENTE,BELEN DE UMBRIA,2021
28592,212940,CONECTOR PERFORAC.DE AISL 4 A 4/0,UND,16.0,O34373,NOROCCIDENTE,BELEN DE UMBRIA,2021
28593,212944,CONECTOR PERF.AIS.2-3/0 AWG A 2-10 AWG,UND,17.0,O34373,NOROCCIDENTE,BELEN DE UMBRIA,2021
28594,212853,CONECTOR DBH-8,UND,44.0,O34373,NOROCCIDENTE,BELEN DE UMBRIA,2021
28595,212846,CONECTOR DBH-4,UND,8.0,O34373,NOROCCIDENTE,BELEN DE UMBRIA,2021
28596,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,28.0,O34373,NOROCCIDENTE,BELEN DE UMBRIA,2021
28597,200155,"AISLADOR TENSOR PEQUENO 3 1/2""",UND,26.0,O34373,NOROCCIDENTE,BELEN DE UMBRIA,2021
28598,200151,"AISLADOR YOYO 3""",UND,36.0,O34373,NOROCCIDENTE,BELEN DE UMBRIA,2021
28599,200410,CABLE CU CONCENTRICO No. 1 X 8 + 8,M,30.0,O34373,NOROCCIDENTE,BELEN DE UMBRIA,2021
28600,200417,CABLE CU DD No. 4,M,54.0,O34373,NOROCCIDENTE,BELEN DE UMBRIA,2021
28601,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,299.5,O34373,NOROCCIDENTE,BELEN DE UMBRIA,2021
28602,200499,CABLE TRIPLEX AL 2 x 2 + 2,M,1611.0,O34373,NOROCCIDENTE,BELEN DE UMBRIA,2021
28603,200316,ALAMBRE CU 8AWG NEGRO,M,110.0,O34373,NOROCCIDENTE,BELEN DE UMBRIA,2021
28604,214271,HEBILLA PLASTICA 15 CM,UND,36.0,O34373,NOROCCIDENTE,BELEN DE UMBRIA,2021
28605,213302,"ARANDELA PRESION GALV 1/2""",UND,18.0,O34373,NOROCCIDENTE,BELEN DE UMBRIA,2021
