,CODIGO JDE,NOMBRE,UNIDAD,CANTIDAD,NODO,ZONA,MUNICIPIO,PROG
22284,211351,"VARILLA ANCLAJE 5/8"" X 1.8 M",UND,15.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22285,200081,POSTE METALICO 12*750,UND,4.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22286,220163,"RETAL PARA TEMPLETE (ÁNGULO GALVANIZADO 3""· X 1/4"" X 0.5 M)",UND,15.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22287,200015,POSTE CENTRIFUGADO 12 M *750 KG,UND,1.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22288,211381,"PIN RECTO 5/8"" X 7.1/2""",UND,5.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22289,211294,PIEAMIGOS ANGULO A-48,UND,10.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22290,211401,GUARDACABOS 1/2,UND,15.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22291,213340,GRAPA RETENCION No. 2,UND,22.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22292,213346,"GRAPA PRENSA 3 TORNILLOS 3/8""",UND,60.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22293,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,4.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22294,212853,CONECTOR DBH-8,UND,12.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22295,211331,"COLLARIN DOBLE 5-6""",UND,15.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22296,211354,"TUERCA DE OJO 5/8""",UND,16.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22297,211363,AMORTIGUADOR VIBRACION 2,UND,3.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22298,200156,"AISLADOR TENSOR MEDIANO 4 1/4""",UND,15.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22299,200138,AISLADOR DE SUSPENSIÓN POLIMERICO CLEVIS 15 KV ANSI DS-15,UND,15.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22300,200145,"AISLADOR PIN 7"" 15 KV",UND,5.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22301,200472,CABLE ACSR No. 2,M,1287.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22302,200417,CABLE CU DD No. 4,M,4.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22303,200529,"CABLE ACERO GALVANIZADO 3/8"" ST",ML,270.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22304,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,27.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22305,210530,"TUBO CONDUIT METAL 1/2"" X 3M",UND,1.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22306,213303,"ARANDELA PRESION GALV 5/8""",UND,47.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22307,213302,"ARANDELA PRESION GALV 1/2""",UND,26.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22308,213306,"ARANDELA REDONDA GALV 5/8""",UND,94.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22309,213305,"ARANDELA REDONDA GALV 1/2""",UND,52.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22310,211391,"TORNILLO ESPACIADOR 5/8"" X 10""",UND,14.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22311,211447,"TORNILLO MAQ GALV 5/8"" X 10""",UND,14.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22312,211439,"TORNILLO MAQ GALV 5/8"" X 2""",UND,5.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22313,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,26.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22314,219406,SELLO PLÁSTICO PARA CONTADORES,UN,25.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22315,211502,TORNILLO SEGURIDAD CAJA HERMÉTICA,UN,25.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22316,211377,"GRAPA BAND IT 5/8""",UND,221.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22317,211371,"CINTA BAND IT 5/8""",M,160.5,W22842,SUROCCIDENTE,SAN JOSE,2020
22318,219359,CINTA AISLANTE TEMFLEX 1500,UND,0.5,W22842,SUROCCIDENTE,SAN JOSE,2020
22319,4857,SOPORTE PARA CAJA METALICA,UND,50.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22320,211827,CAJA HERMETICA 1F O 2F SENCILLA,UND,25.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22321,219146,"PLATINA 2"" * 1/4"" * 0.4 M (56)",UND,9.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22322,218333,"CRUCETA SECUNDARIA 2""X1/4""X1.0 M GALV. EN CALIENTE",UND,2.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22324,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,19.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22325,211347,"VARILLA ANCLAJE 1/2"" X 1.5 M",UND,48.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22326,4525,"UES DE 5/8"" X 18 CM",UND,2.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22327,200076,POSTE METALICO 8*510,UND,24.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22328,220163,"RETAL PARA TEMPLETE (ÁNGULO GALVANIZADO 3""· X 1/4"" X 0.5 M)",UND,48.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22329,200002,POSTE CENTRIFUGADO 8 M,UND,9.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22330,211294,PIEAMIGOS ANGULO A-48,UND,1.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22331,210881,PARARRAYOS OXIDO DE ZINC DE 12 KV - 10 KA - DESCAR,UND,2.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22332,211319,PERCHAS 1 PUESTO,UND,71.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22333,211401,GUARDACABOS 1/2,UND,48.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22334,217322,"GRAPA PRENSA 3 TORNILLOS 1/4""",UND,192.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22335,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,19.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22337,212944,CONECTOR PERF.AIS.2-3/0 AWG A 2-10 AWG,UND,28.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22339,212853,CONECTOR DBH-8,UND,78.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22340,212846,CONECTOR DBH-4,UND,24.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22341,211323,"COLLARIN SENCILLO 5-6""",UND,2.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22342,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,24.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22343,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,4.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22345,200155,"AISLADOR TENSOR PEQUENO 3 1/2""",UND,48.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22346,200151,"AISLADOR YOYO 3""",UND,71.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22347,200410,CABLE CU CONCENTRICO No. 1 X 8 + 8,M,150.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22348,200417,CABLE CU DD No. 4,M,32.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22349,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,585.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22350,200499,CABLE TRIPLEX AL 2 x 2 + 2,M,1253.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22351,200500,CABLE TRIPLEX AL 1/0 x 2 + 1/0,M,222.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22352,200497,CABLE DUPLEX AL No. 2 X 2,M,1433.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22353,200369,CABLE CU THW No. 1/0,M,12.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22354,200316,ALAMBRE CU 8AWG NEGRO,M,550.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22355,200184,TRANSF 1F 10 KVA 13.2 KV,UND,1.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22356,214271,HEBILLA PLASTICA 15 CM,UND,9.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22357,213303,"ARANDELA PRESION GALV 5/8""",UND,6.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22358,213302,"ARANDELA PRESION GALV 1/2""",UND,38.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22359,213306,"ARANDELA REDONDA GALV 5/8""",UND,12.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22360,213305,"ARANDELA REDONDA GALV 1/2""",UND,76.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22361,211441,"TORNILLO MAQ GALV 5/8"" X 4""",UND,4.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22362,211439,"TORNILLO MAQ GALV 5/8"" X 2""",UND,2.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22363,211421,"TORNILLO MAQ GALV 1/2"" X 4""",UND,4.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22364,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,38.0,W22842,SUROCCIDENTE,SAN JOSE,2020
22366,219406,SELLO PLÁSTICO PARA CONTADORES,UN,37.0,M20132,CENTRO,MANIZALES,2020
22367,211502,TORNILLO SEGURIDAD CAJA HERMÉTICA,UN,37.0,M20132,CENTRO,MANIZALES,2020
22368,211377,"GRAPA BAND IT 5/8""",UND,56.0,M20132,CENTRO,MANIZALES,2020
22369,211371,"CINTA BAND IT 5/8""",M,34.0,M20132,CENTRO,MANIZALES,2020
22370,219359,CINTA AISLANTE TEMFLEX 1500,UND,0.02,M20132,CENTRO,MANIZALES,2020
22371,4857,SOPORTE PARA CAJA METALICA,UND,2.0,M20132,CENTRO,MANIZALES,2020
22372,211620,CAJA PORTABORNERA DE ACOMETIDAS BIFASICA ,UND,8.0,M20132,CENTRO,MANIZALES,2020
22373,211827,CAJA HERMETICA 1F O 2F SENCILLA,UND,37.0,M20132,CENTRO,MANIZALES,2020
22374,218333,"CRUCETA SECUNDARIA 2""X1/4""X1.0 M GALV. EN CALIENTE",UND,12.0,M20132,CENTRO,MANIZALES,2020
22375,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,3.0,M20132,CENTRO,MANIZALES,2020
22376,211347,"VARILLA ANCLAJE 1/2"" X 1.5 M",UND,2.0,M20132,CENTRO,MANIZALES,2020
22377,4525,"UES DE 5/8"" X 18 CM",UND,12.0,M20132,CENTRO,MANIZALES,2020
22378,200076,POSTE METALICO 8*510,UND,1.0,M20132,CENTRO,MANIZALES,2020
22379,220163,"RETAL PARA TEMPLETE (ÁNGULO GALVANIZADO 3""· X 1/4"" X 0.5 M)",UND,2.0,M20132,CENTRO,MANIZALES,2020
22380,200002,POSTE CENTRIFUGADO 8 M,UND,1.0,M20132,CENTRO,MANIZALES,2020
22381,211319,PERCHAS 1 PUESTO,UND,34.0,M20132,CENTRO,MANIZALES,2020
22382,211401,GUARDACABOS 1/2,UND,2.0,M20132,CENTRO,MANIZALES,2020
22383,217322,"GRAPA PRENSA 3 TORNILLOS 1/4""",UND,8.0,M20132,CENTRO,MANIZALES,2020
22384,213346,"GRAPA PRENSA 3 TORNILLOS 3/8""",UND,12.0,M20132,CENTRO,MANIZALES,2020
22385,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,3.0,M20132,CENTRO,MANIZALES,2020
22387,212944,CONECTOR PERF.AIS.2-3/0 AWG A 2-10 AWG,UND,25.0,M20132,CENTRO,MANIZALES,2020
22389,212853,CONECTOR DBH-8,UND,20.0,M20132,CENTRO,MANIZALES,2020
22390,212846,CONECTOR DBH-4,UND,8.0,M20132,CENTRO,MANIZALES,2020
22391,211323,"COLLARIN SENCILLO 5-6""",UND,12.0,M20132,CENTRO,MANIZALES,2020
22392,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,14.0,M20132,CENTRO,MANIZALES,2020
22393,200155,"AISLADOR TENSOR PEQUENO 3 1/2""",UND,2.0,M20132,CENTRO,MANIZALES,2020
22394,200156,"AISLADOR TENSOR MEDIANO 4 1/4""",UND,3.0,M20132,CENTRO,MANIZALES,2020
22395,200151,"AISLADOR YOYO 3""",UND,34.0,M20132,CENTRO,MANIZALES,2020
22396,200410,CABLE CU CONCENTRICO No. 1 X 8 + 8,M,751.0,M20132,CENTRO,MANIZALES,2020
22397,200384,CABLE CU. FUERZA 2X4+6 AWG,ML,20.0,M20132,CENTRO,MANIZALES,2020
22398,200417,CABLE CU DD No. 4,M,3.0,M20132,CENTRO,MANIZALES,2020
22399,200529,"CABLE ACERO GALVANIZADO 3/8"" ST",ML,60.0,M20132,CENTRO,MANIZALES,2020
22400,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,49.0,M20132,CENTRO,MANIZALES,2020
22401,200499,CABLE TRIPLEX AL 2 x 2 + 2,M,238.0,M20132,CENTRO,MANIZALES,2020
22402,200497,CABLE DUPLEX AL No. 2 X 2,M,50.0,M20132,CENTRO,MANIZALES,2020
22403,200369,CABLE CU THW No. 1/0,M,6.0,M20132,CENTRO,MANIZALES,2020
22404,200316,ALAMBRE CU 8AWG NEGRO,M,22.0,M20132,CENTRO,MANIZALES,2020
22405,200198,TRANSF 1F 25 KVA 13.2 KV,UND,1.0,M20132,CENTRO,MANIZALES,2020
22406,214271,HEBILLA PLASTICA 15 CM,UND,24.0,M20132,CENTRO,MANIZALES,2020
22407,219144,HEBILLA PLASTICA 25 CM,UND,372.5,M20132,CENTRO,MANIZALES,2020
22408,2507,CHAZO O RAMPLUG,UND,144.0,M20132,CENTRO,MANIZALES,2020
22409,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,24.0,M20132,CENTRO,MANIZALES,2020
22411,219406,SELLO PLÁSTICO PARA CONTADORES,UN,27.0,M20101,CENTRO,MANIZALES,2020
22412,211502,TORNILLO SEGURIDAD CAJA HERMÉTICA,UN,27.0,M20101,CENTRO,MANIZALES,2020
22413,211377,"GRAPA BAND IT 5/8""",UND,52.0,M20101,CENTRO,MANIZALES,2020
22414,211371,"CINTA BAND IT 5/8""",M,31.0,M20101,CENTRO,MANIZALES,2020
22415,211620,CAJA PORTABORNERA DE ACOMETIDAS BIFASICA ,UND,10.0,M20101,CENTRO,MANIZALES,2020
22416,211827,CAJA HERMETICA 1F O 2F SENCILLA,UND,27.0,M20101,CENTRO,MANIZALES,2020
22417,218333,"CRUCETA SECUNDARIA 2""X1/4""X1.0 M GALV. EN CALIENTE",UND,13.0,M20101,CENTRO,MANIZALES,2020
22418,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,3.0,M20101,CENTRO,MANIZALES,2020
22419,4525,"UES DE 5/8"" X 18 CM",UND,13.0,M20101,CENTRO,MANIZALES,2020
22420,200002,POSTE CENTRIFUGADO 8 M,UND,3.0,M20101,CENTRO,MANIZALES,2020
22421,211319,PERCHAS 1 PUESTO,UND,32.0,M20101,CENTRO,MANIZALES,2020
22422,213346,"GRAPA PRENSA 3 TORNILLOS 3/8""",UND,16.0,M20101,CENTRO,MANIZALES,2020
22423,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,3.0,M20101,CENTRO,MANIZALES,2020
22424,212944,CONECTOR PERF.AIS.2-3/0 AWG A 2-10 AWG,UND,22.0,M20101,CENTRO,MANIZALES,2020
22426,212853,CONECTOR DBH-8,UND,11.0,M20101,CENTRO,MANIZALES,2020
22427,212846,CONECTOR DBH-4,UND,10.0,M20101,CENTRO,MANIZALES,2020
22428,211323,"COLLARIN SENCILLO 5-6""",UND,13.0,M20101,CENTRO,MANIZALES,2020
22429,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,12.0,M20101,CENTRO,MANIZALES,2020
22430,200156,"AISLADOR TENSOR MEDIANO 4 1/4""",UND,4.0,M20101,CENTRO,MANIZALES,2020
22431,200151,"AISLADOR YOYO 3""",UND,32.0,M20101,CENTRO,MANIZALES,2020
22432,200411,CABLE CU CONCENTRICO No. 2 X 8 + 8,M,60.0,M20101,CENTRO,MANIZALES,2020
22433,200410,CABLE CU CONCENTRICO No. 1 X 8 + 8,M,616.0,M20101,CENTRO,MANIZALES,2020
22434,200384,CABLE CU. FUERZA 2X4+6 AWG,ML,25.0,M20101,CENTRO,MANIZALES,2020
22435,200417,CABLE CU DD No. 4,M,3.0,M20101,CENTRO,MANIZALES,2020
22436,200529,"CABLE ACERO GALVANIZADO 3/8"" ST",ML,80.0,M20101,CENTRO,MANIZALES,2020
22437,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,27.0,M20101,CENTRO,MANIZALES,2020
22438,200499,CABLE TRIPLEX AL 2 x 2 + 2,M,185.0,M20101,CENTRO,MANIZALES,2020
22439,200369,CABLE CU THW No. 1/0,M,6.0,M20101,CENTRO,MANIZALES,2020
22440,214271,HEBILLA PLASTICA 15 CM,UND,6.0,M20101,CENTRO,MANIZALES,2020
22441,219144,HEBILLA PLASTICA 25 CM,UND,338.0,M20101,CENTRO,MANIZALES,2020
22442,2507,CHAZO O RAMPLUG,UND,108.0,M20101,CENTRO,MANIZALES,2020
22443,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,26.0,M20101,CENTRO,MANIZALES,2020
22445,219406,SELLO PLÁSTICO PARA CONTADORES,UN,27.0,M20129,CENTRO,MANIZALES,2020
22446,211502,TORNILLO SEGURIDAD CAJA HERMÉTICA,UN,27.0,M20129,CENTRO,MANIZALES,2020
22447,211377,"GRAPA BAND IT 5/8""",UND,29.0,M20129,CENTRO,MANIZALES,2020
22448,211371,"CINTA BAND IT 5/8""",M,17.0,M20129,CENTRO,MANIZALES,2020
22449,211620,CAJA PORTABORNERA DE ACOMETIDAS BIFASICA ,UND,5.0,M20129,CENTRO,MANIZALES,2020
22450,211827,CAJA HERMETICA 1F O 2F SENCILLA,UND,27.0,M20129,CENTRO,MANIZALES,2020
22451,218333,"CRUCETA SECUNDARIA 2""X1/4""X1.0 M GALV. EN CALIENTE",UND,8.0,M20129,CENTRO,MANIZALES,2020
22452,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,3.0,M20129,CENTRO,MANIZALES,2020
22453,4525,"UES DE 5/8"" X 18 CM",UND,8.0,M20129,CENTRO,MANIZALES,2020
22454,200002,POSTE CENTRIFUGADO 8 M,UND,3.0,M20129,CENTRO,MANIZALES,2020
22455,211319,PERCHAS 1 PUESTO,UND,19.0,M20129,CENTRO,MANIZALES,2020
22456,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,3.0,M20129,CENTRO,MANIZALES,2020
22457,212944,CONECTOR PERF.AIS.2-3/0 AWG A 2-10 AWG,UND,10.0,M20129,CENTRO,MANIZALES,2020
22459,212853,CONECTOR DBH-8,UND,9.0,M20129,CENTRO,MANIZALES,2020
22460,212846,CONECTOR DBH-4,UND,5.0,M20129,CENTRO,MANIZALES,2020
22461,211323,"COLLARIN SENCILLO 5-6""",UND,8.0,M20129,CENTRO,MANIZALES,2020
22462,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,12.0,M20129,CENTRO,MANIZALES,2020
22463,200151,"AISLADOR YOYO 3""",UND,19.0,M20129,CENTRO,MANIZALES,2020
22464,200411,CABLE CU CONCENTRICO No. 2 X 8 + 8,M,24.0,M20129,CENTRO,MANIZALES,2020
22465,200410,CABLE CU CONCENTRICO No. 1 X 8 + 8,M,511.0,M20129,CENTRO,MANIZALES,2020
22466,200384,CABLE CU. FUERZA 2X4+6 AWG,ML,12.5,M20129,CENTRO,MANIZALES,2020
22467,200417,CABLE CU DD No. 4,M,3.0,M20129,CENTRO,MANIZALES,2020
22468,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,27.0,M20129,CENTRO,MANIZALES,2020
22469,200499,CABLE TRIPLEX AL 2 x 2 + 2,M,182.0,M20129,CENTRO,MANIZALES,2020
22470,200369,CABLE CU THW No. 1/0,M,6.0,M20129,CENTRO,MANIZALES,2020
22471,219144,HEBILLA PLASTICA 25 CM,UND,267.5,M20129,CENTRO,MANIZALES,2020
22472,2507,CHAZO O RAMPLUG,UND,108.0,M20129,CENTRO,MANIZALES,2020
22473,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,16.0,M20129,CENTRO,MANIZALES,2020
22475,219406,SELLO PLÁSTICO PARA CONTADORES,UN,3.0,O34273,SUROCCIDENTE,APIA,2020
22476,211502,TORNILLO SEGURIDAD CAJA HERMÉTICA,UN,3.0,O34273,SUROCCIDENTE,APIA,2020
22477,211377,"GRAPA BAND IT 5/8""",UND,18.0,O34273,SUROCCIDENTE,APIA,2020
22478,211371,"CINTA BAND IT 5/8""",M,17.0,O34273,SUROCCIDENTE,APIA,2020
22479,219359,CINTA AISLANTE TEMFLEX 1500,UND,0.06,O34273,SUROCCIDENTE,APIA,2020
22480,4857,SOPORTE PARA CAJA METALICA,UND,6.0,O34273,SUROCCIDENTE,APIA,2020
22481,211827,CAJA HERMETICA 1F O 2F SENCILLA,UND,3.0,O34273,SUROCCIDENTE,APIA,2020
22482,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,2.0,O34273,SUROCCIDENTE,APIA,2020
22483,211347,"VARILLA ANCLAJE 1/2"" X 1.5 M",UND,7.0,O34273,SUROCCIDENTE,APIA,2020
22484,200076,POSTE METALICO 8*510,UND,3.0,O34273,SUROCCIDENTE,APIA,2020
22485,220163,"RETAL PARA TEMPLETE (ÁNGULO GALVANIZADO 3""· X 1/4"" X 0.5 M)",UND,7.0,O34273,SUROCCIDENTE,APIA,2020
22486,211401,GUARDACABOS 1/2,UND,7.0,O34273,SUROCCIDENTE,APIA,2020
22487,217322,"GRAPA PRENSA 3 TORNILLOS 1/4""",UND,28.0,O34273,SUROCCIDENTE,APIA,2020
22488,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,2.0,O34273,SUROCCIDENTE,APIA,2020
22490,212944,CONECTOR PERF.AIS.2-3/0 AWG A 2-10 AWG,UND,5.0,O34273,SUROCCIDENTE,APIA,2020
22492,212853,CONECTOR DBH-8,UND,11.0,O34273,SUROCCIDENTE,APIA,2020
22493,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,8.0,O34273,SUROCCIDENTE,APIA,2020
22494,200155,"AISLADOR TENSOR PEQUENO 3 1/2""",UND,7.0,O34273,SUROCCIDENTE,APIA,2020
22495,200411,CABLE CU CONCENTRICO No. 2 X 8 + 8,M,12.0,O34273,SUROCCIDENTE,APIA,2020
22496,200410,CABLE CU CONCENTRICO No. 1 X 8 + 8,M,6.0,O34273,SUROCCIDENTE,APIA,2020
22497,200417,CABLE CU DD No. 4,M,2.0,O34273,SUROCCIDENTE,APIA,2020
22498,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,80.0,O34273,SUROCCIDENTE,APIA,2020
22499,200499,CABLE TRIPLEX AL 2 x 2 + 2,M,335.0,O34273,SUROCCIDENTE,APIA,2020
22500,200369,CABLE CU THW No. 1/0,M,6.0,O34273,SUROCCIDENTE,APIA,2020
22501,200316,ALAMBRE CU 8AWG NEGRO,M,88.0,O34273,SUROCCIDENTE,APIA,2020
22502,213302,"ARANDELA PRESION GALV 1/2""",UND,4.0,O34273,SUROCCIDENTE,APIA,2020
22503,213305,"ARANDELA REDONDA GALV 1/2""",UND,8.0,O34273,SUROCCIDENTE,APIA,2020
22504,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,4.0,O34273,SUROCCIDENTE,APIA,2020
22505,219671,"CRUCETA RED 13.2KV 3-4 HILOS 3""X1/4""X2.5M GALV. EN CALIENTE",UND,2.0,O34273,SUROCCIDENTE,APIA,2020
22506,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,1.0,O34273,SUROCCIDENTE,APIA,2020
22507,211351,"VARILLA ANCLAJE 5/8"" X 1.8 M",UND,1.0,O34273,SUROCCIDENTE,APIA,2020
22508,200081,POSTE METALICO 12*750,UND,1.0,O34273,SUROCCIDENTE,APIA,2020
22509,220163,"RETAL PARA TEMPLETE (ÁNGULO GALVANIZADO 3""· X 1/4"" X 0.5 M)",UND,1.0,O34273,SUROCCIDENTE,APIA,2020
22510,211294,PIEAMIGOS ANGULO A-48,UND,2.0,O34273,SUROCCIDENTE,APIA,2020
22511,211401,GUARDACABOS 1/2,UND,1.0,O34273,SUROCCIDENTE,APIA,2020
22512,213340,GRAPA RETENCION No. 2,UND,4.0,O34273,SUROCCIDENTE,APIA,2020
22513,213346,"GRAPA PRENSA 3 TORNILLOS 3/8""",UND,4.0,O34273,SUROCCIDENTE,APIA,2020
22514,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,1.0,O34273,SUROCCIDENTE,APIA,2020
22515,212853,CONECTOR DBH-8,UND,3.0,O34273,SUROCCIDENTE,APIA,2020
22516,211331,"COLLARIN DOBLE 5-6""",UND,1.0,O34273,SUROCCIDENTE,APIA,2020
22517,211354,"TUERCA DE OJO 5/8""",UND,4.0,O34273,SUROCCIDENTE,APIA,2020
22518,200156,"AISLADOR TENSOR MEDIANO 4 1/4""",UND,1.0,O34273,SUROCCIDENTE,APIA,2020
22519,200138,AISLADOR DE SUSPENSIÓN POLIMERICO CLEVIS 15 KV ANSI DS-15,UND,2.0,O34273,SUROCCIDENTE,APIA,2020
22520,200472,CABLE ACSR No. 2,M,30.0,O34273,SUROCCIDENTE,APIA,2020
22521,200417,CABLE CU DD No. 4,M,1.0,O34273,SUROCCIDENTE,APIA,2020
22522,200529,"CABLE ACERO GALVANIZADO 3/8"" ST",ML,18.0,O34273,SUROCCIDENTE,APIA,2020
22523,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,5.0,O34273,SUROCCIDENTE,APIA,2020
22524,213303,"ARANDELA PRESION GALV 5/8""",UND,6.0,O34273,SUROCCIDENTE,APIA,2020
22525,213302,"ARANDELA PRESION GALV 1/2""",UND,6.0,O34273,SUROCCIDENTE,APIA,2020
22526,213306,"ARANDELA REDONDA GALV 5/8""",UND,12.0,O34273,SUROCCIDENTE,APIA,2020
22527,213305,"ARANDELA REDONDA GALV 1/2""",UND,12.0,O34273,SUROCCIDENTE,APIA,2020
22528,211391,"TORNILLO ESPACIADOR 5/8"" X 10""",UND,2.0,O34273,SUROCCIDENTE,APIA,2020
22529,211447,"TORNILLO MAQ GALV 5/8"" X 10""",UND,2.0,O34273,SUROCCIDENTE,APIA,2020
22530,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,6.0,O34273,SUROCCIDENTE,APIA,2020
22531,219671,"CRUCETA RED 13.2KV 3-4 HILOS 3""X1/4""X2.5M GALV. EN CALIENTE",UND,8.0,W66025,NOROCCIDENTE,SUPIA,2020
22532,211298,"BAYONETA 3""X1/4""X3 M GALV. EN CALIENTE",UND,4.0,W66025,NOROCCIDENTE,SUPIA,2020
22533,219176,"PLATINA 2"" * 1/4"" * 0.2 M (54)",UND,4.0,W66025,NOROCCIDENTE,SUPIA,2020
22534,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,2.0,W66025,NOROCCIDENTE,SUPIA,2020
